Motion Sensor Data File Oct 31, 2023 3:55 PM
Time (s)	Distance (cm)	Dist Error (cm)
23.150	16.884	0.239
23.160	16.884	0.239
23.170	16.880	0.239
23.180	16.885	0.239
23.190	16.881	0.239
23.200	16.886	0.239
23.210	16.886	0.239
23.220	16.887	0.239
23.230	16.887	0.239
23.240	16.891	0.239
23.250	16.892	0.239
23.260	16.892	0.239
23.270	16.893	0.239
23.280	16.897	0.239
23.290	16.881	0.239
23.300	16.881	0.239
23.310	16.881	0.239
23.320	16.886	0.239
23.330	16.886	0.239
23.340	16.887	0.239
23.350	16.883	0.239
23.360	16.883	0.239
23.370	16.883	0.239
23.380	16.884	0.239
23.390	16.880	0.239
23.400	16.880	0.239
23.410	16.881	0.239
23.420	16.881	0.239
23.430	16.881	0.239
23.440	16.886	0.239
23.450	16.882	0.239
23.460	16.882	0.239
23.470	16.887	0.239
23.480	16.887	0.239
23.490	16.888	0.239
23.500	16.888	0.239
23.510	16.888	0.239
23.520	16.889	0.239
23.530	16.889	0.239
23.540	16.890	0.239
23.550	16.890	0.239
23.560	16.890	0.239
23.570	16.891	0.239
23.580	16.891	0.239
23.590	16.891	0.239
23.600	16.892	0.239
23.610	16.892	0.239
23.620	16.893	0.239
23.630	16.893	0.239
23.640	16.881	0.239
23.650	16.881	0.239
23.660	16.881	0.239
23.670	16.877	0.239
23.680	16.877	0.239
23.690	16.878	0.239
23.700	16.878	0.239
23.710	16.878	0.239
23.720	16.879	0.239
23.730	16.879	0.239
23.740	16.880	0.239
23.750	16.880	0.239
23.760	16.885	0.239
23.770	16.885	0.239
23.780	16.885	0.239
23.790	16.886	0.239
23.800	16.886	0.239
23.810	16.887	0.239
23.820	16.887	0.239
23.830	16.883	0.239
23.840	16.884	0.239
23.850	16.884	0.239
23.860	16.884	0.239
23.870	16.884	0.239
23.880	16.885	0.239
23.890	16.885	0.239
23.900	16.886	0.239
23.910	16.886	0.239
23.920	16.886	0.239
23.930	16.887	0.239
23.940	16.887	0.239
23.950	16.887	0.239
23.960	16.888	0.239
23.970	16.888	0.239
23.980	16.889	0.239
23.990	16.876	0.239
24.000	16.876	0.239
24.010	16.877	0.239
24.020	16.881	0.239
24.030	16.882	0.239
24.040	16.882	0.239
24.050	16.883	0.239
24.060	16.883	0.239
24.070	16.883	0.239
24.080	16.884	0.239
24.090	16.884	0.239
24.100	16.884	0.239
24.110	16.885	0.239
24.120	16.885	0.239
24.130	16.885	0.239
24.140	16.886	0.239
24.150	16.886	0.239
24.160	16.887	0.239
24.170	16.887	0.239
24.180	16.883	0.239
24.190	16.883	0.239
24.200	16.884	0.239
24.210	16.884	0.239
24.220	16.884	0.239
24.230	16.889	0.239
24.240	16.890	0.239
24.250	16.890	0.239
24.260	16.890	0.239
24.270	16.890	0.239
24.280	16.891	0.239
24.290	16.891	0.239
24.300	16.892	0.239
24.310	16.892	0.239
24.320	16.893	0.239
24.330	16.893	0.239
24.340	16.884	0.239
24.350	16.885	0.239
24.360	16.885	0.239
24.370	16.886	0.239
24.380	16.886	0.239
24.390	16.887	0.239
24.400	16.882	0.239
24.410	16.883	0.239
24.420	16.883	0.239
24.430	16.884	0.239
24.440	16.884	0.239
24.450	16.884	0.239
24.460	16.884	0.239
24.470	16.889	0.239
24.480	16.885	0.239
24.490	16.886	0.239
24.500	16.886	0.239
24.510	16.887	0.239
24.520	16.887	0.239
24.530	16.891	0.239
24.540	16.892	0.239
24.550	16.892	0.239
24.560	16.893	0.239
24.570	16.893	0.239
24.580	16.893	0.239
24.590	16.894	0.239
24.600	16.894	0.239
24.610	16.894	0.239
24.620	16.895	0.239
24.630	16.895	0.239
24.640	16.896	0.239
24.650	16.896	0.239
24.660	16.892	0.239
24.670	16.892	0.239
24.680	16.897	0.239
24.690	16.884	0.239
24.700	16.885	0.239
24.710	16.885	0.239
24.720	16.886	0.239
24.730	16.890	0.239
24.740	16.890	0.239
24.750	16.891	0.239
24.760	16.891	0.239
24.770	16.892	0.239
24.780	16.892	0.239
24.790	16.893	0.239
24.800	16.893	0.239
24.810	16.893	0.239
24.820	16.893	0.239
24.830	16.894	0.239
24.840	16.894	0.239
24.850	16.895	0.239
24.860	16.895	0.239
24.870	16.895	0.239
24.880	16.896	0.239
24.890	16.892	0.239
24.900	16.892	0.239
24.910	16.893	0.239
24.920	16.893	0.239
24.930	16.893	0.239
24.940	16.893	0.239
24.950	16.894	0.239
24.960	16.894	0.239
24.970	16.895	0.239
24.980	16.895	0.239
24.990	16.896	0.239
25.000	16.900	0.239
25.010	16.900	0.239
25.020	16.901	0.239
25.030	16.901	0.239
25.040	16.889	0.239
25.050	16.889	0.239
25.060	16.890	0.239
25.070	16.890	0.239
25.080	16.890	0.239
25.090	16.890	0.239
25.100	16.891	0.239
25.110	16.891	0.239
25.120	16.892	0.239
25.130	16.892	0.239
25.140	16.892	0.239
25.150	16.893	0.239
25.160	16.889	0.239
25.170	16.889	0.239
25.180	16.890	0.239
25.190	16.890	0.239
25.200	16.890	0.239
25.210	16.890	0.239
25.220	16.891	0.239
25.230	16.891	0.239
25.240	16.892	0.239
25.250	16.892	0.239
25.260	16.893	0.239
25.270	16.893	0.239
25.280	16.893	0.239
25.290	16.893	0.239
25.300	16.898	0.239
25.310	16.899	0.239
25.320	16.895	0.239
25.330	16.895	0.239
25.340	16.895	0.239
25.350	16.896	0.239
25.360	16.896	0.239
25.370	16.896	0.239
25.380	16.897	0.239
25.390	16.897	0.239
25.400	16.881	0.239
25.410	16.881	0.239
25.420	16.881	0.239
25.430	16.881	0.239
25.440	16.882	0.239
25.450	16.882	0.239
25.460	16.883	0.239
25.470	16.887	0.239
25.480	16.887	0.239
25.490	16.888	0.239
25.500	16.888	0.239
25.510	16.889	0.239
25.520	16.889	0.239
25.530	16.894	0.239
25.540	16.890	0.239
25.550	16.894	0.239
25.560	16.895	0.239
25.570	16.895	0.239
25.580	16.896	0.239
25.590	16.896	0.239
25.600	16.896	0.239
25.610	16.896	0.239
25.620	16.897	0.239
25.630	16.897	0.239
25.640	16.893	0.239
25.650	16.894	0.239
25.660	16.899	0.239
25.670	16.895	0.239
25.680	16.895	0.239
25.690	16.895	0.239
25.700	16.896	0.239
25.710	16.896	0.239
25.720	16.896	0.239
25.730	16.897	0.239
25.740	16.893	0.239
25.750	16.884	0.239
25.760	16.885	0.239
25.770	16.885	0.239
25.780	16.886	0.239
25.790	16.886	0.239
25.800	16.887	0.239
25.810	16.887	0.239
25.820	16.887	0.239
25.830	16.892	0.239
25.840	16.888	0.239
25.850	16.893	0.239
25.860	16.893	0.239
25.870	16.893	0.239
25.880	16.893	0.239
25.890	16.894	0.239
25.900	16.894	0.239
25.910	16.895	0.239
25.920	16.895	0.239
25.930	16.896	0.239
25.940	16.896	0.239
25.950	16.892	0.239
25.960	16.896	0.239
25.970	16.893	0.239
25.980	16.897	0.239
25.990	16.898	0.239
26.000	16.898	0.239
26.010	16.899	0.239
26.020	16.899	0.239
26.030	16.899	0.239
26.040	16.899	0.239
26.050	16.900	0.239
26.060	16.900	0.239
26.070	16.901	0.239
26.080	16.901	0.239
26.090	16.901	0.239
26.100	16.889	0.239
26.110	16.889	0.239
26.120	16.890	0.239
26.130	16.890	0.239
26.140	16.890	0.239
26.150	16.890	0.239
26.160	16.891	0.239
26.170	16.891	0.239
26.180	16.892	0.239
26.190	16.892	0.239
26.200	16.893	0.239
26.210	16.893	0.239
26.220	16.893	0.239
26.230	16.893	0.239
26.240	16.894	0.239
26.250	16.894	0.239
26.260	16.895	0.239
26.270	16.895	0.239
26.280	16.895	0.239
26.290	16.896	0.239
26.300	16.896	0.239
26.310	16.896	0.239
26.320	16.897	0.239
26.330	16.902	0.239
26.340	16.902	0.239
26.350	16.902	0.239
26.360	16.902	0.239
26.370	16.903	0.239
26.380	16.903	0.239
26.390	16.904	0.239
26.400	16.904	0.239
26.410	16.905	0.239
26.420	16.905	0.239
26.430	16.905	0.239
26.440	16.905	0.239
26.450	16.889	0.239
26.460	16.889	0.239
26.470	16.890	0.239
26.480	16.890	0.239
26.490	16.890	0.239
26.500	16.890	0.239
26.510	16.891	0.239
26.520	16.891	0.239
26.530	16.892	0.239
26.540	16.892	0.239
26.550	16.892	0.239
26.560	16.893	0.239
26.570	16.893	0.239
26.580	16.893	0.239
26.590	16.894	0.239
26.600	16.894	0.239
26.610	16.895	0.239
26.620	16.899	0.239
26.630	16.899	0.239
26.640	16.896	0.239
26.650	16.900	0.239
26.660	16.896	0.239
26.670	16.897	0.239
26.680	16.897	0.239
26.690	16.897	0.239
26.700	16.898	0.239
26.710	16.898	0.239
26.720	16.899	0.239
26.730	16.899	0.239
26.740	16.895	0.239
26.750	16.899	0.239
26.760	16.896	0.239
26.770	16.896	0.239
26.780	16.901	0.239
26.790	16.901	0.239
26.800	16.902	0.239
26.810	16.885	0.239
26.820	16.885	0.239
26.830	16.885	0.239
26.840	16.890	0.239
26.850	16.890	0.239
26.860	16.891	0.239
26.870	16.891	0.239
26.880	16.891	0.239
26.890	16.892	0.239
26.900	16.892	0.239
26.910	16.893	0.239
26.920	16.893	0.239
26.930	16.893	0.239
26.940	16.894	0.239
26.950	16.894	0.239
26.960	16.894	0.239
26.970	16.895	0.239
26.980	16.895	0.239
26.990	16.896	0.239
27.000	16.892	0.239
27.010	16.892	0.239
27.020	16.896	0.239
27.030	16.897	0.239
27.040	16.897	0.239
27.050	16.898	0.239
27.060	16.898	0.239
27.070	16.899	0.239
27.080	16.899	0.239
27.090	16.899	0.239
27.100	16.899	0.239
27.110	16.900	0.239
27.120	16.900	0.239
27.130	16.901	0.239
27.140	16.901	0.239
27.150	16.901	0.239
27.160	16.884	0.239
27.170	16.889	0.239
27.180	16.885	0.239
27.190	16.886	0.239
27.200	16.886	0.239
27.210	16.887	0.239
27.220	16.887	0.239
27.230	16.887	0.239
27.240	16.887	0.239
27.250	16.888	0.239
27.260	16.888	0.239
27.270	16.889	0.239
27.280	16.889	0.239
27.290	16.889	0.239
27.300	16.890	0.239
27.310	16.890	0.239
27.320	16.890	0.239
27.330	16.891	0.239
27.340	16.891	0.239
27.350	16.891	0.239
27.360	16.896	0.239
27.370	16.896	0.239
27.380	16.897	0.239
27.390	16.897	0.239
27.400	16.898	0.239
27.410	16.898	0.239
27.420	16.898	0.239
27.430	16.894	0.239
27.440	16.899	0.239
27.450	16.895	0.239
27.460	16.900	0.239
27.470	16.896	0.239
27.480	16.896	0.239
27.490	16.896	0.239
27.500	16.897	0.239
27.510	16.880	0.239
27.520	16.881	0.239
27.530	16.881	0.239
27.540	16.886	0.239
27.550	16.886	0.239
27.560	16.886	0.239
27.570	16.887	0.239
27.580	16.887	0.239
27.590	16.887	0.239
27.600	16.888	0.239
27.610	16.888	0.239
27.620	16.888	0.239
27.630	16.889	0.239
27.640	16.889	0.239
27.650	16.890	0.239
27.660	16.890	0.239
27.670	16.890	0.239
27.680	16.890	0.239
27.690	16.891	0.239
27.700	16.891	0.239
27.710	16.892	0.239
27.720	16.888	0.239
27.730	16.888	0.239
27.740	16.893	0.239
27.750	16.893	0.239
27.760	16.889	0.239
27.770	16.890	0.239
27.780	16.894	0.239
27.790	16.895	0.239
27.800	16.895	0.239
27.810	16.895	0.239
27.820	16.896	0.239
27.830	16.896	0.239
27.840	16.896	0.239
27.850	16.897	0.239
27.860	16.897	0.239
27.870	16.885	0.239
27.880	16.885	0.239
27.890	16.885	0.239
27.900	16.886	0.239
27.910	16.886	0.239
27.920	16.887	0.239
27.930	16.887	0.239
27.940	16.887	0.239
27.950	16.887	0.239
27.960	16.888	0.239
27.970	16.888	0.239
27.980	16.889	0.239
27.990	16.889	0.239
28.000	16.890	0.239
28.010	16.890	0.239
28.020	16.890	0.239
28.030	16.890	0.239
28.040	16.891	0.239
28.050	16.887	0.239
28.060	16.887	0.239
28.070	16.892	0.239
28.080	16.888	0.239
28.090	16.893	0.239
28.100	16.889	0.239
28.110	16.889	0.239
28.120	16.890	0.239
28.130	16.890	0.239
28.140	16.890	0.239
28.150	16.890	0.239
28.160	16.891	0.239
28.170	16.891	0.239
28.180	16.892	0.239
28.190	16.892	0.239
28.200	16.893	0.239
28.210	16.893	0.239
28.220	16.876	0.239
28.230	16.876	0.239
28.240	16.877	0.239
28.250	16.877	0.239
28.260	16.877	0.239
28.270	16.882	0.239
28.280	16.878	0.239
28.290	16.878	0.239
28.300	16.883	0.239
28.310	16.884	0.239
28.320	16.884	0.239
28.330	16.884	0.239
28.340	16.884	0.239
28.350	16.885	0.239
28.360	16.885	0.239
28.370	16.886	0.239
28.380	16.886	0.239
28.390	16.887	0.239
28.400	16.887	0.239
28.410	16.887	0.239
28.420	16.887	0.239
28.430	16.888	0.239
28.440	16.888	0.239
28.450	16.889	0.239
28.460	16.889	0.239
28.470	16.889	0.239
28.480	16.894	0.239
28.490	16.890	0.239
28.500	16.895	0.239
28.510	16.895	0.239
28.520	16.896	0.239
28.530	16.892	0.239
28.540	16.892	0.239
28.550	16.892	0.239
28.560	16.893	0.239
28.570	16.880	0.239
28.580	16.881	0.239
28.590	16.881	0.239
28.600	16.881	0.239
28.610	16.881	0.239
28.620	16.882	0.239
28.630	16.882	0.239
28.640	16.883	0.239
28.650	16.883	0.239
28.660	16.888	0.239
28.670	16.888	0.239
28.680	16.888	0.239
28.690	16.884	0.239
28.700	16.885	0.239
28.710	16.885	0.239
28.720	16.886	0.239
28.730	16.886	0.239
28.740	16.886	0.239
28.750	16.887	0.239
28.760	16.887	0.239
28.770	16.887	0.239
28.780	16.888	0.239
28.790	16.884	0.239
28.800	16.884	0.239
28.810	16.884	0.239
28.820	16.889	0.239
28.830	16.890	0.239
28.840	16.890	0.239
28.850	16.890	0.239
28.860	16.890	0.239
28.870	16.891	0.239
28.880	16.891	0.239
28.890	16.892	0.239
28.900	16.892	0.239
28.910	16.897	0.239
28.920	16.897	0.239
28.930	16.880	0.239
28.940	16.881	0.239
28.950	16.885	0.239
28.960	16.886	0.239
28.970	16.886	0.239
28.980	16.887	0.239
28.990	16.887	0.239
29.000	16.887	0.239
29.010	16.887	0.239
29.020	16.884	0.239
29.030	16.884	0.239
29.040	16.884	0.239
29.050	16.885	0.239
29.060	16.885	0.239
29.070	16.885	0.239
29.080	16.886	0.239
29.090	16.886	0.239
29.100	16.887	0.239
29.110	16.891	0.239
29.120	16.891	0.239
29.130	16.892	0.239
29.140	16.892	0.239
29.150	16.893	0.239
29.160	16.893	0.239
29.170	16.893	0.239
29.180	16.898	0.239
29.190	16.898	0.239
29.200	16.899	0.239
29.210	16.899	0.239
29.220	16.899	0.239
29.230	16.900	0.239
29.240	16.900	0.239
29.250	16.900	0.239
29.260	16.901	0.239
29.270	16.897	0.239
29.280	16.884	0.239
29.290	16.885	0.239
29.300	16.885	0.239
29.310	16.886	0.239
29.320	16.886	0.239
29.330	16.886	0.239
29.340	16.887	0.239
29.350	16.887	0.239
29.360	16.887	0.239
29.370	16.892	0.239
29.380	16.893	0.239
29.390	16.893	0.239
29.400	16.893	0.239
29.410	16.893	0.239
29.420	16.894	0.239
29.430	16.894	0.239
29.440	16.895	0.239
29.450	16.895	0.239
29.460	16.895	0.239
29.470	16.896	0.239
29.480	16.896	0.239
29.490	16.896	0.239
29.500	16.897	0.239
29.510	16.893	0.239
29.520	16.893	0.239
29.530	16.898	0.239
29.540	16.898	0.239
29.550	16.899	0.239
29.560	16.895	0.239
29.570	16.895	0.239
29.580	16.895	0.239
29.590	16.896	0.239
29.600	16.896	0.239
29.610	16.896	0.239
29.620	16.897	0.239
29.630	16.897	0.239
29.640	16.885	0.239
29.650	16.885	0.239
29.660	16.885	0.239
29.670	16.886	0.239
29.680	16.890	0.239
29.690	16.887	0.239
29.700	16.891	0.239
29.710	16.887	0.239
29.720	16.892	0.239
29.730	16.892	0.239
29.740	16.893	0.239
29.750	16.893	0.239
29.760	16.893	0.239
29.770	16.890	0.239
29.780	16.890	0.239
29.790	16.890	0.239
29.800	16.890	0.239
29.810	16.891	0.239
29.820	16.891	0.239
29.830	16.892	0.239
29.840	16.892	0.239
29.850	16.892	0.239
29.860	16.893	0.239
29.870	16.893	0.239
29.880	16.893	0.239
29.890	16.894	0.239
29.900	16.894	0.239
29.910	16.894	0.239
29.920	16.895	0.239
29.930	16.895	0.239
29.940	16.896	0.239
29.950	16.900	0.239
29.960	16.896	0.239
29.970	16.901	0.239
29.980	16.901	0.239
29.990	16.884	0.239
30.000	16.885	0.239
30.010	16.885	0.239
30.020	16.886	0.239
30.030	16.886	0.239
30.040	16.886	0.239
30.050	16.887	0.239
30.060	16.887	0.239
30.070	16.887	0.239
30.080	16.888	0.239
30.090	16.888	0.239
30.100	16.888	0.239
30.110	16.889	0.239
30.120	16.889	0.239
30.130	16.890	0.239
30.140	16.890	0.239
30.150	16.895	0.239
30.160	16.895	0.239
30.170	16.895	0.239
30.180	16.896	0.239
30.190	16.896	0.239
30.200	16.896	0.239
30.210	16.897	0.239
30.220	16.897	0.239
30.230	16.897	0.239
30.240	16.898	0.239
30.250	16.898	0.239
30.260	16.899	0.239
30.270	16.895	0.239
30.280	16.895	0.239
30.290	16.895	0.239
30.300	16.896	0.239
30.310	16.896	0.239
30.320	16.896	0.239
30.330	16.897	0.239
30.340	16.897	0.239
30.350	16.881	0.239
30.360	16.881	0.239
30.370	16.881	0.239
30.380	16.881	0.239
30.390	16.882	0.239
30.400	16.887	0.239
30.410	16.887	0.239
30.420	16.887	0.239
30.430	16.887	0.239
30.440	16.888	0.239
30.450	16.893	0.239
30.460	16.893	0.239
30.470	16.893	0.239
30.480	16.894	0.239
30.490	16.890	0.239
30.500	16.894	0.239
30.510	16.890	0.239
30.520	16.891	0.239
30.530	16.891	0.239
30.540	16.892	0.239
30.550	16.887	0.239
30.560	16.888	0.239
30.570	16.893	0.239
30.580	16.889	0.239
30.590	16.893	0.239
30.600	16.894	0.239
30.610	16.894	0.239
30.620	16.894	0.239
30.630	16.895	0.239
30.640	16.895	0.239
30.650	16.896	0.239
30.660	16.896	0.239
30.670	16.896	0.239
30.680	16.896	0.239
30.690	16.897	0.239
30.700	16.884	0.239
30.710	16.885	0.239
30.720	16.885	0.239
30.730	16.886	0.239
30.740	16.886	0.239
30.750	16.886	0.239
30.760	16.887	0.239
30.770	16.887	0.239
30.780	16.883	0.239
30.790	16.884	0.239
30.800	16.888	0.239
30.810	16.884	0.239
30.820	16.884	0.239
30.830	16.885	0.239
30.840	16.885	0.239
30.850	16.886	0.239
30.860	16.886	0.239
30.870	16.886	0.239
30.880	16.891	0.239
30.890	16.887	0.239
30.900	16.892	0.239
30.910	16.892	0.239
30.920	16.893	0.239
30.930	16.893	0.239
30.940	16.893	0.239
30.950	16.898	0.239
30.960	16.898	0.239
30.970	16.899	0.239
30.980	16.899	0.239
30.990	16.899	0.239
31.000	16.899	0.239
31.010	16.900	0.239
31.020	16.900	0.239
31.030	16.901	0.239
31.040	16.897	0.239
31.050	16.897	0.239
31.060	16.885	0.239
31.070	16.885	0.239
31.080	16.885	0.239
31.090	16.886	0.239
31.100	16.882	0.239
31.110	16.882	0.239
31.120	16.883	0.239
31.130	16.883	0.239
31.140	16.883	0.239
31.150	16.884	0.239
31.160	16.888	0.239
31.170	16.889	0.239
31.180	16.889	0.239
31.190	16.889	0.239
31.200	16.890	0.239
31.210	16.890	0.239
31.220	16.890	0.239
31.230	16.891	0.239
31.240	16.891	0.239
31.250	16.887	0.239
31.260	16.892	0.239
31.270	16.888	0.239
31.280	16.888	0.239
31.290	16.889	0.239
31.300	16.889	0.239
31.310	16.890	0.239
31.320	16.890	0.239
31.330	16.890	0.239
31.340	16.890	0.239
31.350	16.891	0.239
31.360	16.891	0.239
31.370	16.892	0.239
31.380	16.892	0.239
